Name,Link,Rating,Enroll,Instructor,Time,Level,skillrequirement,SkillWillLearn,Description,SkillGain,Subject,Organization,Price,Subtitle,Knowledge,Tool,Framework,Platform,ProgramingLanguage,Practice Task,webname,weburl,NeedKnowledge,NeedPlatform,NeedFramework,NeedProgrammingLanguage,NeedTool
Apache Spark: Hands-on Specialization for Big Data Analytics,https://www.udemy.com/course/apache-spark-hands-on-course-big-data-analytics/,4.0,12,Irfan Elahi,12 hours on-demand video,,"Background knowledge of Big Data would be helpful but not necessary as everything will be taught from scratch,Past experience of programming language would be helpful but not necessary as everything will be taught from scratch,A computer system (Laptop/Desktop) with either Windows, Linux or Mac installed for hands-on practice,All the software and tools used are freely available,The most important requirement: Thirst and commitment to learn!",Understand the relationship between Apache Spark and Hadoop Ecosystem. Understand Apache Spark use-cases and advanced characteristics. Understand Apache Spark Architecture and how it works. Understand how Apache Spark on YARN (Hadoop) works in multiple modes. Understand development life-cycle of Apache Spark Applications in Python and Scala. Learn the foundations of Scala programming language. Understand Apache Spark's primary data abstraction (RDDs). Understand and use RDDs advanced characteristics (e.g. partitioning). Learn nuances in loading files in Hadoop Distributed File system in Apache Spark. Learn implications of delimiters in text files and its processing in Spark. Create and use RDDs by parallelizing Scala's collection objects and implications. Learn the usage of Spark and YARN Web UI to gain in-depth operational insights. Understand Spark's Direct Acyclic Graph (DAG) based execution model and implications. Learn Transformations and their lazy execution semantics. Learn Map transformation and master its applications in real-world challenges. Learn Filter transformation and master its usage in real-world challenges. Learn Apache Spark's advanced Transformations and Actions. Learn and use RDDs of different JVM objects including collections and understanding critical nuances. Learn and use Apache Spark for statistical analysis. Learn and master Key Value Pair RDDs and their applications in complex Big Data problems. Learn and master Join Operations on complex Key Value Pair RDDs in Apache Spark. Learn how RDDs caching works and use it for advanced performance optimization. Learn how to use Apache Spark for Data Ranking problems. Learn how to use Apache Spark for handling and processing structured and unstructured data. Learn how to use Apache Spark for advanced Business Analytics. Learn how to use Apache Spark for advanced data integrity and quality checks. Learn how to use Scala's advanced features like functional programming and pattern matching. Learn how to use Apache Spark for logs processing.,"What if you could catapult your careerin one of the most lucrative domains i.e. Big Data by learning the state of the art Hadoop technology (Apache Spark) which is considered mandatory in all of the current jobs in this industry?. What if you could develop your skill-set in one of the most hottest Big Data technology i.e. Apache Spark by learning in one of the most comprehensive course out there (with 10+ hours of content. ) packed with dozens of hands-on real world examples, use-cases,challenges and best-practices?. What if you could learn from an instructor who is working in the world's largest consultancy firm,has worked,end-to-end,in Australia's biggest Big Data projects to date and whohas a proven track record on Udemy with highly positive reviews and thousands of students already enrolled in his previous course(s)?. If you have such aspirations and goals, then this course and you is a perfect match made in heaven!. Why Apache Spark?. Apache Spark has revolutionised and disrupted the waybig data processing andmachine learning were done by virtue of its unprecedented in-memory and optimised computational model. It has been unanimously hailed as the future of Big Data.It's the tool of choice all around the world whichallows data scientists, engineers and developers to acquire andprocess data for a number of use-cases likescalablemachine learning, stream processing and graph analytics to name a few.All of the leading organisations likeAmazon, Ebay, Yahoo among many others have embraced this technology to address their Big Data processing requirements. Additionally,Gartner has repeatedly highlighted Apache Spark as a leader in Data Science platforms. .Certification programs ofHadoop vendors like Cloudera and Hortonworks, which have high esteem in current industry, have oriented their curriculum to focus heavily on ApacheSpark. Almost all of the jobs in Big Data and Machine Learning space demand proficiency in Apache Spark. This is what John Tripier, Alliances and Ecosystem Lead at Databricks has to say, �The adoption of Apache Spark by businesses large and small is growing at an incredible rate across a wide range of industries, and the demand for developers with certified expertise is quickly following suit�. All of these facts correlate to the notion that learning this amazing technology will give you a strong competitive edge in your career. Why this course?. Firstly, this is the most comprehensive and in-depth course . ever produced on Apache Spark. I've carefully and critically surveyed all of the resources out there and almost all of them fail to cover this technology in the depth that it trulydeserves. Some of them lack coverage of Apache Spark's theoretical concepts like its architecture andhow it works in conjunction with Hadoop, some fall short in thoroughly describing how to use Apache Spark APIs optimally for complex big data problems, some ignore the hands-on aspects to demonstrate how to do Apache Spark programming to work on real-world use-casesand almost all of them don't cover the best practices in industryand the mistakes that many professionals make in field. This course addresses all of the limitations that's prevalent in the currently available courses. Apart from that, as I have attended trainings from leading Big Data vendors like Cloudera (for which they charge thousands of dollars), I've ensured that the course is aligned withthe educationalpatterns and best practices followed in those training to ensure that you get the best and most effective learning experience. Each section of the course covers concepts in extensive detail and from scratchso that you won't find any challenges in learning evenif you are new to this domain. Also, each section will have an accompanying assignment section where we will work together on a number of real-world challenges and use-cases . employing real-world data-sets. The data-sets themselves will also belong to different niches ranging from retail, web server logs, telecommunication and some of them will also be from Kaggle (world's leading Data Science competition platform). The course leverages Scala instead of Python. Even though wherever possible, reference to Python development is also given but the course ismajorly based on Scala. The decision was made based on a number of rational factors. Scala is the de-facto language for development in Apache Spark. Apache Spark itself is developed in Scala and as a result all of the new features are initially made available in Scala and then in other languages like Python. Additionally, there is significant performance difference when it comes to using Apache Spark with Scala compared to Python. Scala itself is one of the most highest paid programming languages and you will be developing strong skill in that language along the way as well. The course also has a number of quizzes to further test your skills. For further support, you can always ask questions to which you will get prompt response. I will also be sharing best practices and tips on regular basis with my students. What you are going to learn in this course?. The course consistsof majorly two sections:. Section - 1:. We'll start off withthe introduction of Apache Spark and will understand its potential and businessuse-cases in the context of overall Hadoop ecosystem. We'll then focus on howApache Spark actually works and will take a deep dive of the architectural componentsof Spark as its crucial for thorough understanding. Section - 2:. After developingunderstanding of Spark architecture, we will move to the next section of thiscourse where we will employ Scala language to use Apache Spark APIs to developdistributed computation programs. Please note that you don't need to have priorknowledge of Scala for this course as I will start with the very basics ofScala and as a result you will also be developing your skills in this one ofthe highest paying programming languages. In this section, Wewill comprehensively understand how spark performs distributed computationusing abstractions like RDDs, what are the caveatsin loading data in Apache Spark, what are thedifferent ways to create RDDs and how to leverage parallelism and much more. Furthermore, astransformations and action constitute the gist of Apache Spark APIs thus itsimperative to have sound understanding of these. Thus, we will thenfocus on a number of Spark transformations and Actions that are heavily beingused in Industry and will go into detail of each. Each API usage will becomplimented with a series of real-world examples and datasets e.g. retail, webserver logs, customer churn and also from kaggle. Each section of the coursewill have a number of assignments where you will be able to practically applythe learned concepts to further consolidate your skills. A significantsection of the course will also be dedicated to key value RDDs which form thebasis of working optimally on a number of big data problems. In addition tocovering the crux of Spark APIs, I will also highlight a number of valuablebest practices based on my experience and exposure and will also intuit onmistakes that many people do in field. You will rarely such informationanywhere else. Each topic will becovered in a lot of detail with strong emphasis on being hands-on thus ensuringthat you learn Apache Spark in the best possible way. The course isapplicable and valid for all versions of Spark i.e. 1.6 and 2.0. After completingthis course, you will develop a strong foundation and extended skill-set to useSpark on complex big data processing tasks. Big data is one of the mostlucractive career domains where data engineers claim salaries in high numbers.This course will also substantially help in your job interviews. Also, if youare looking to excel further in your big data career, by passing Hadoopcertifications . like of Cloudera and Hortonworks, this course will prove to beextremely helpful in that context as well. Lastly, once enrolled, you will have life-time access to the lectures and resources.Its a self-paced course and you can watch lecture videos on any device like smartphone or laptop. Also, you are backed by Udemy's rock-solid 30 days money back guarantee. So if you are serious about learning about learning Apache Spark, enrol in this course now and lets start this amazing journey together!.",,Data Science,,12.99,English,,"rdds, machine learning, big data",,"hadoop, spark",,"use apache spark apis optimally, create rdds, using apache spark with scala, do apache spark programming, developdistributed computation program, use apache spark apis, leverage parallelism",udemy,www.udemy.com,"BIG DATA,PROGRAMMING,SOFTWARE","LINUX,WINDOWS","LINUX,BIG DATA",,"LINUX,WINDOWS,BIG DATA,MAC"
Managing Big Data on Google's Cloud Platform,https://www.udemy.com/course/managing-big-data-on-googles-cloud-platform/,4.2,775,Mike West,1.5 hours on-demand video,,"You'll need a basic understanding of cloud technologies.,You'll have taken the first course in the series on Google Cloud Platform.,You'll need a basic knowledge of Big Data. Specifically Hadoop and Spark.","At the end of the course you'll understand Cloud Dataproc. You'll also know how to craft machine learning projects at scale on GCP. You'll also know how to integrate dataproc with other core services like BigQuery. Additionally, you'll learn how to migrate on premise Hadoop and Spark jobs to Cloud Dataproc.","Welcome to Managing Big Data on Google's Cloud Platform.  This is the second . course in a series of courses designed to help you attain the coveted Google Certified Data Engineer. Additionally. , the series of courses is going to show you.  the role of the data engineer on the Google Cloud Platform. At this juncture the Google Certified Data Engineer.  is the only real world certification.  for data and machine learning engineers. NOTE:.  This is NOT. a course on Big Data. This is a course on a specific cloud service called Google Cloud Dataproc. The course was designed to be part of a series . for those who want to become data engineers.  on Google's Cloud Platform. This course is all about Google's Cloud . and migrating . on-premise Hadoop jobs to GCP. In reality, Big Data . is simply about unstructured data.  There are two core types of data in the real world. The first is structured data. , this is the kind of data found in a relational database. The second is unstructured. , this is a file sitting on a file system. Approximately 90% of all data . in the enterprise is unstructured . and our job is to give it structure. Why.  do we want to give it structure. ? We want to give is structure so we can analyze it.  Recall that 99%.  of all applied machine learning is supervised learning. That simply means we have a data set . and we point our machine learning.  models.  at that data set in order to gain insight into that data. In the course . we will spend much of the time working in Cloud Dataproc.  This is Google�s managed Hadoop and Spark.  platform. Recall the end goal of big data . is to get that data into a state where it can be analyzed and modeled. Therefore, we are also going to cover how to work on machine learning projects with big data at scale. Please keep in mind this course alone will not give you.  the knowledge and skills to pass the exam. The course will provide you with the big data knowledge.  you need for working with Cloud Dataproc.  and for moving existing projects to the Google Cloud Platform.                               *Five Reasons to take this Course.*. 1) . The Top Job in the World. The data engineer role is the single most needed role in the world. Many believe that it's the data scientist but several studies have broken down the job descriptions and the most needed position is that of the data engineer. 2) . Google's the World Leader in Data. Amazon's AWS is the most used cloud and Azure has the best UIbut no cloud vendor in the world understands data like Google. They are the world leader in open sources artificial intelligence. You can't be the leader in AI without being the leader in data. 3).  90% of all Organizational Data is Unstructured. The study of big data is the study of unstructured data. As the data in companies grows most will need to scale to unprecedented level. Without a significant investment in infrastructure and talent this won't be possible without the cloud. 4) . The Data Revolution is Now. We are in a data revolution.Data used to be viewed as a simple necessity and lower on the totem pole. Now it is more widely recognized as the source of truth. As we move into more complex systems of data management, the role of the data engineer becomes extremely important as a bridge between the DBA and the data consumer. Beyond the ubiquitous spreadsheet, graduating from RDBMS (which will always have a place in the data stack), we now work with NoSQL and Big Data technologies. 5) Data is Foundation. Data engineers are the plumbers building a data pipeline, while data scientists are the painters and storytellers giving meaning to an otherwise static entity. Simply put, data engineers clean, prepare and optimize data for consumption. Once the data becomes useful, data scientists can perform a variety of analyses and visualization techniques to truly understand the data, and eventually, tell a story from the data. Thank you for your interest inManaging Big Data on Google's Cloud Platform.  and we will see you in the course!!.",,IT Certifications,,9.99,English,,"supervised learning., machine learning, big data",,hadoop,"google cloud platform, google cloud dataproc, gcp,  cloud dataproc",managing big data,udemy,www.udemy.com,"BIG DATA,SPARK","GOOGLE CLOUD PLATFORM,GOOGLE CLOUD,HADOOP,SPARK,CLOUD,GOOGLE","SPARK,HADOOP,BIG DATA","GOOGLE CLOUD,GOOGLE CLOUD PLATFORM,HADOOP,SPARK","BIG DATA,CLOUD"
Learning Path: D3.js: Visualizing Data with D3.js,https://www.udemy.com/course/learning-path-d3js-visualizing-data-with-d3js/,2.8,0,Packt Publishing,2 hours on-demand video,,"You should have basic knowledge of JavaScript, HTML, SVG, and CSS.",Get started with D3JS setup. Familiarize yourself with the Node Package Manager (NPM). Select elements with D3JS. Learn the enter-update-exit pattern for representing data visually in D3_js. Work with D3JS scales. Master D3JS axes components. Learn all about the transition and animation support provided by D3_js.,"Need to get your hands dirty with D3.js quickly?. Start learning all you needed to know about creating beautiful data visualizations with Packt�s Learning Path,.  D3.js: Visualizing Data with D3.js. This Learning Path seeks to take you on a journey to learn to create beautiful visualizations of information using D3.js. D3.js, where D3 stands for data-driven documents, is an amazing JavaScript library which is known among data analysts, engineers, mathematicians, and developers worldwide as an advanced data visualization tool. Its ability to bring data to life in the form of graphics is what has made it so widespread in its use, scope, and popularity. D3.js has revolutionized the way data is analyzed, making it far easier than before to gain useful insights from complex, yet highly lucid data visualizations. With an extensive library equipped to help you create a huge variety of plots, charts, and graphs, D3.js is currently one of the best tools to help you create attractive and intuitive data visualizations. D3.js: Visualizing Data with D3.js . is Packt�s Video Learning Path that is a series of individual video products put together in a logical and stepwise manner such that each video builds on the concepts mastered in the video before it. First, we would be looking at understanding the basics of D3.js. Then, we would move on to aspects such as setting up some of our very first data visualizations, including learning ways to bind the data to the DOM and applying custom, data-driven transformations to it to create stunning infographics. Further, we would be learning to harness the power of the recently released D3 v4 API. Finally, we would be looking at some of the techniques to create data visualizations using the animation and transition support provided by the D3 library. The goal of this course is to help you develop a strong foundation in D3.js and allow you to create breathtaking visualizations of data using its vast library. This course is authored by some of the best in the field. Nick Zhu. is a professional programmer and data engineer with more than a decade experience in software development, big data, and machine learning. Currently, he is one of the founders and CTO of Yroo� meta-search engine for online shopping. He is also the creator of dc.js�a popular multidimensional charting library built on D3.",,D3.js,,9.99,English,,"data visualizations, data visualization",,"d3, d3.js",,"create stunning infographic, create data visualizations, visualizing data",udemy,www.udemy.com,,,,"JAVASCRIPT,HTML,CSS",
"Complete ElasticSearch with LogStash, Hive, Pig, MR & Kibana",https://www.udemy.com/course/master-elasticsearch-on-hadoop-ecosystem-with-data-pipelines/,3.2,557,DataShark Academy,6 hours on-demand video,,"Access to a computer with Mac/Windows/Linux operating system installed. Hadoop setup instructions are provided in course for all Mac/Windows users.,Internet connection (to watch course videos and download necessary tools for the course),Passion about Big Data technologies.","Advance your career in Big data by learning how to integrate ElasticSearch on Hadoop Ecosystem and create real world data pipelines for your big data applications. Develop sound understanding of data ingestion, integration across systems, full text search &amp; data analytics. Develop in demand skills for building Data Pipelines using Apache Hive, Pig, MapReduce (Java), &amp; LogStash to index data into ElasticSearch clusters for quick data analytics and text searching. Advance your career by applying for an awesome job with great pay. Develop awesome data visualizations using Kibana.","Complete ElasticSearch tutorial for beginners to advanced level professionals. Learn how to use ElasticSearch with Apache Hadoop and build various real world big data applications. This comprehensive course focuses on building real world like data applications to move data from one system to another. A common practice for any data engineer today. No other course can cover so much ground as you will do in this one. In this course you will learn:. Section 1 � Ingestion Flows (Hadoop to ElasticSearch). In this section of the course, you will learn to move data from various Hadoop applications (such as Hive, Pig, MR) &amp; LogStash into an ElasticSearch index. This is an ideal business use case to prepare data for business analytics. Here are four major topics that will be covered in this section of the course:. Learn how to install ApacheHive on your computer. Then read data from a hive table and load it into ElasticSearch. Learn how to install Apache PIG on your computer and index data into ElasticSearch using Apache PIG. Create a MapReduce program (Java code) and load data into an ElasticSearch index. Learn how to move data using LogStash into an ElasticSearch index. Section 2 � Egression Flows (ElasticSearch to Hadoop). In this section of the course, you will learn to use indexed data from an ElasticSearch cluster and load it back into Hadoop cluster. After data is loaded back into Hadoop, you will learn how to directly import it into Hive, Pig, M/R or LogStash. Here are four major topics that we will cover under this section:. Learn how to import an ElasticSearch index directly into ApacheHive table. Learn how to import an ElasticSearch indexed data into Hadoop using Apache PIG scripts. Learn how to import an ElasticSearch indexed data into Hadoop using Java MapReduce program. Learn how to import an ElasticSearch indexed data using LogStash application. Section 3 � Data Visualization (Business Intelligence). In part of the course, you will learn how to use indexed data from an ElasticSearch cluster and create dynamic dashboards using Kibana. This will be a very important lesson for Data Analysts and Data Scientists. Section 4 � Production Cluster Monitor tool (Administration). No knowledge is complete without learning how to maintain an application in production. In this section of the course, you will learn how to monitor your ElasticSearch cluster using Marvel plugins. Here are few things that you will learn:. Cluster Health monitoring at Index, Shard, Node levels. Parsing ElasticSearch Cluster statistics using Linux utilities. Setting up wait-for-trigger mechanism and much more. Section 5 - Searching an ElasticSearch Index. Learn aboutawesome search capabilities offered by ElasticSearch. How to search something from an ElasticSearch index in real time. We will cover lots of basics to build foundation required to understand ElasticSearch. You will also learn about behind the scenes on how a search engine and specifically ElasticSearch worksin a single or multiple node cluster. You will also get step by step instructions for installing all required tools and components on your machine in order to run all examples provided in this course. Each video will explain entire process in detail and easy to understand manner. You will get access to working code for you to play with it and expand on it. All code examples are working and will be demonstrated invideo lessons. Windows users will need to install virtual machine on their PC to setup single nodehadoop cluster. Detailed Instructions are available inside the course.",,Business Analytics & Intelligence,,9.99,,,,,hadoop,"elasticsearch), pig, mapreduce, elasticsearch, apache pig, mr, apachehive, hive","move data using logstash, import an elasticsearch index directly into apachehive table, use elasticsearch with apache hadoop, load data into an elasticsearch index, building real world like data application, use indexed data from an elasticsearch cluster, import an elasticsearch indexed data into hadoop using apache pig scripts, create dynamic dashboards using kibana, import an elasticsearch indexed data into hadoop, import an elasticsearch indexed data using logstash application, directly import it into hive, pig, m/r or logstash",udemy,www.udemy.com,"BIG DATA,INTERNET,OPERATING SYSTEM",HADOOP,"HADOOP,BIG DATA",HADOOP,BIG DATA
"Hadoop Framework Certification Course (MapReduce, HDFS, Pig)",https://www.udemy.com/course/the-ultimate-hands-on-hadoop-tame-your-big-data/,4.6,142,"Sundog Education by Frank Kane,Frank Kane,Sundog Education Team",14.5 hours on-demand video,,"You will need access to a x86-based PC running 64-bit Windows, MacOS, or Linux with an Internet connection and at least 8GB of *free* (not total) RAM, if you want to participate in the hands-on activities and exercises. If your PC does not meet these requirements or you only have an M1-based Mac available, you can still follow along in the course without doing hands-on activities.,Some activities will require some prior programming experience, preferably in Python or Scala.,A basic familiarity with the Linux command line will be very helpful.","Design distributed systems that manage ""big data"" using Hadoop and related technologies. Use HDFS and MapReduce for storing and analyzing data at scale. Use Pig and Spark to create scripts to process data on a Hadoop cluster in more complex ways. Analyze relational data using Hive and MySQL. Analyze non-relational data using HBase, Cassandra, and MongoDB. Query data interactively with Drill, Phoenix, and Presto. Choose an appropriate data storage technology for your application. Understand how Hadoop clusters are managed by YARN, Tez, Mesos, Zookeeper, Zeppelin, Hue, and Oozie. Publish data to your Hadoop cluster using Kafka, Sqoop, and Flume. Consume streaming data using Spark Streaming, Flink, and Storm.","The world ofHadoop . and ""BigData"".  can be intimidating - hundreds of different technologies with cryptic names form the Hadoop ecosystem. With this Hadoop tutorial, you'll not only understand what those systems are and how they fit together - but you'll go hands-on and learn how to use them to solve real business problems!. Learn and master the most popular big data technologies in this comprehensive course, taught by a former engineer and senior manager from Amazon . and IMDb. We'll go way beyond Hadoop itself, and dive into all sorts of distributed systems you may need to integrate with. Install and work with a real Hadoop installation right on your desktop with Hortonworks.  (now part of Cloudera) andthe Ambari . UI. Manage big data on a cluster with HDFS . andMapReduce. Write programs to analyze data on Hadoop with Pig . and Spark. Store and query your data with Sqoop. , Hive. , MySQL. , HBase. , Cassandra. , MongoDB. , Drill. , Phoenix. , andPresto. Design real-world systems.  using the Hadoop ecosystem. Learn how your cluster is managed with YARN. , Mesos. , Zookeeper. , Oozie. , Zeppelin. , and Hue. Handle streaming data in real time with Kafka. , Flume. , Spark Streaming. , Flink. ,and Storm. Understanding Hadoop is a highly valuable skill for anyone working at companies with large amounts of data. Almost every large company you might want to work at uses Hadoop in some way, including Amazon, Ebay, Facebook, Google, LinkedIn, IBM, Spotify, Twitter, and Yahoo! And it's not just technology companies that need Hadoop; even the New YorkTimes uses Hadoop for processing images. This course is comprehensive, covering over 25 different technologies . in over 14hours of video lectures. It's filled with hands-on activities and exercises, so you get some real experience in using Hadoop - it's not just theory. You'll find a range of activities in this course for people at every level. If you're a project manager who just wants to learn the buzzwords, there are web UI's for many of the activities in the course that require no programming knowledge. If you're comfortable with command lines, we'll show you how to work with them too. And if you're a programmer, I'll challenge you with writing real scripts on a Hadoop system using Scala, PigLatin,.  and Python. You'll walk away from this course with a real, deep understanding of Hadoop and its associated distributed systems, and you can apply Hadoop to real-world problems. Plus a valuable completion certificate is waiting for you at the end!. Please note the focus on this course is on application development, not Hadoop administration. Although you will pick up some administration skills along the way. Knowing how to wrangle ""big data"" is an incredibly valuable skill for today's top tech employers.Don't be left behind - enroll now!. ""The Ultimate Hands-On Hadoop. was a crucial discovery for me. I supplemented your course with a bunch of literature and conferences until I managed to land an interview. I can proudly say that I landed a job as a Big Data Engineer around a year after I started your course. Thanks so much for all the great content you have generated and the crystal clear explanations. "" - Aldo Serrano. ""I honestly wouldn�t be where I am now without this course. Frank makes the complex simple by helping you through the process every step of the way. Highly recommended and worth your time especially the Spark environment. This course helped me achieve a far greater understanding of the environment and its capabilities. Frank makes the complex simple by helping you through the process every step of the way. Highly recommended and worth your time especially the Spark environment."" -Tyler Buck.",,Business Analytics & Intelligence,,9.99,"English,French,German,Italian,Portuguese,Spanish",,big data,"zeppelin, yarn, zookeeper, hue, oozie, mesos","spark, hadoop, mysql","sqoop, pig, mapreduce, mongodb,  phoeni, presto, ambari, cassandra, spark streaming, flink, hbase, hive, storm, drill, hdfs, flume, kafka, hortonworks","analyze data, handle streaming data in real time, manage big data",udemy,www.udemy.com,"PROGRAMMING,INTERNET,COMMAND LINE","LINUX,WINDOWS",LINUX,"PYTHON,SCALA","LINUX,WINDOWS,MAC"
Free Big Data Tutorial - Big Data and Hadoop Essentials,https://www.udemy.com/course/big-data-and-hadoop-essentials-free-tutorial/,4.2,161,Nitesh Jain,43min,,,,"Are you interested in the world of Big data technologies, but find it a little cryptic and see the whole thing as a big puzzle.   Are you looking to understand how Big Data impact large and small . business and people like you and me? .   Do you feel many people talk about Big Data and Hadoop, and even do not know the basics like history of Hadoop, major players and vendors of Hadoop. Then this is the course just for you! .   This course builds a essential fundamental understanding of Big Data problems and Hadoop as a solution. This course takes you through: .   Understanding of Big Data problems with easy to understand examples.  History and advent of Hadoop right from when Hadoop wasn�t even named Hadoop.  What is Hadoop Magic which makes it so unique and powerful.  Understanding the difference between Data science and data engineering, which is one of the big confusions in selecting a carrier or understanding a job role.  And most importantly, demystifying Hadoop vendors like Cloudera, MapR and Hortonworks by understanding about them.  .   Unlock the world of Big Data!!! .   Best part is that this course is Free of cost!!! (Best things is life are free :)) .",,Database Design & Development,,0.0,English,,big data,,hadoop,,,udemy,www.udemy.com,,,,,
Cloud Data Engineering,https://www.coursera.org/learn/cloud-data-engineering-duke,4.5,1,Noah Gift,17 hours,Intermediate,Beginner level Linux and Python skills,"Welcome to the third course in the Building Cloud Computing Solutions at Scale Specialization! In this course, you will learn how to apply Data Engineering to real-world projects using the Cloud computing concepts introduced in the first two courses of this series. By the end of this course, you will be able to develop Data Engineering applications and use software development best practices to create data engineering applications. These will include continuous deployment, code quality tools, logging, instrumentation and monitoring. Finally, you will use Cloud-native technologies to tackle complex data engineering solutions.  This course is ideal for beginners as well as intermediate students interested in applying Cloud computing to data science, machine learning and data engineering. Students should have beginner level Linux and intermediate level Python skills. For your project in this course, you will build a serverless data engineering pipeline in a Cloud platform: Amazon Web Services (AWS), Azure or Google Cloud Platform (GCP).",,,Information Technology,Duke University,0.0,Subtitles: English,,"cloud computing, machine learning, software development ",,,"gcp, google cloud platform, azure, amazon web services, aws","create data engineering application, building cloud computing solution, build a serverless data engineering pipeline",coursera,www.coursera.org,,LINUX,LINUX,PYTHON,LINUX
Modernizing Data Lakes and Data Warehouses with GCP,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp,4.7,33,Google Cloud Training,9 hours,Intermediate,,"The two key components of any data pipeline are data lakes and warehouses. This course highlights use-cases for each type of storage and dives into the available data lake and warehouse solutions on Google Cloud Platform in technical detail. Also, this course describes the role of a data engineer, the benefits of a successful data pipeline to business operations, and examines why data engineering should be done in a cloud environment. Learners will get hands-on experience with data lakes and warehouses on Google Cloud Platform using QwikLabs.",,,Information Technology,Google Cloud,0.0,"Subtitles: English, Spanish",,"data lakes, data warehouses",qwiklabs,,"google cloud platform, gcp",,coursera,www.coursera.org,,,,,
Explore Core Data Concepts in Microsoft Azure,https://www.coursera.org/learn/explore-core-data-concepts-microsoft-azure,4.8,3,Microsoft,9 hours,Beginner,"Successful students should start with some basic awareness of computing and Internet concepts, and an interest in extracting insights from data. ","In this course, you will learn the fundamentals of database concepts in a cloud environment, get basic skilling in cloud data services, and build your foundational knowledge of cloud data services within Microsoft Azure. You will identify and describe core data concepts such as relational, non-relational, big data, and analytics, and explore how this technology is implemented with Microsoft Azure. You will explore the roles, tasks, and responsibilities in the world of data. This is the first course in a. program of five courses to help prepare you to take the Exam DP-900: Microsoft Azure Data Fundamentals. so that you can demonstrate that you have a foundational knowledge of the core database concepts in a cloud environment.This course is ideal for IT professionals who want to learn the fundamentals of database concepts in a cloud environment, get basic skilling in cloud data services, and build their foundational knowledge of cloud data services within Microsoft Azure with a view to taking up roles as Data Engineers and Database Administrators. It is also suitable for working database professionals looking for additional skills or credentials to showcase expertise in a cloud environment and IT professionals looking to specialize in the specific area of Azure data.To be successful in this course, you need to have basic computer literacy and proficiency in the English language. Successful Azure Data Fundamentals students start with some basic awareness of computing and Internet concepts, and an interest in extracting insights from data. It is an advantage to have experience using a web browser, familiarity with basic data-related concepts, such as working with tables of data in a spreadsheet, and visualizing data using charts.",,Describe core data concept          Identify how data is defined and stored          Describe data job roles          Describe and differentiate batch and streaming data          Identify characteristics of relational and non-relational data,Information Technology,Microsoft,0.0,English,,"relational, cloud data services, database, cloud data service, analytics, non-relational, big data",,,"microsoft azure, azure","working with tables of data, visualizing data",coursera,www.coursera.org,INTERNET,,,,COMPUTING
AI Workflow: Business Priorities and Data Ingestion,https://www.coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion,4.3,4,"Mark J Grover,Ray Lopez, Ph.D.",8 hours,Intermediate,,"This is the first course of a six part specialization.� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones. This first course in the IBM AI Enterprise Workflow Certification specialization introduces you to the scope of the specialization and prerequisites.� Specifically, the courses in this specialization are meant for practicing data scientists who are knowledgeable about probability, statistics, linear algebra, and Python tooling for data science and machine learning.� A hypothetical streaming media company will be introduced as your new client.� You will be introduced to the concept of design thinking, IBMs framework for organizing large enterprise AI projects.� You will also be introduced to the basics of scientific thinking, because the quality that distinguishes a seasoned data scientist from a beginner is creative, scientific thinking.� Finally you will start your work for the hypothetical media company by understanding the data they have, and by building a data ingestion pipeline using Python and Jupyter notebooks.�By the end of this course you should be able to:1.� Know the advantages of carrying out data science using a structured process2.� Describe how the stages of design thinking correspond to the AI enterprise workflow3.� Discuss several strategies used to prioritize business opportunities4.� Explain where data science and data engineering have the most overlap in the AI workflow5.� Explain the purpose of testing in data ingestion�6.� Describe the use case for sparse matrices as a target destination for data ingestion�7.� Know the initial steps that can be taken towards automation of data ingestion pipelines�Who should take this course?This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.�What skills should you have?It is assumed you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",,Data Science          Information Engineering          Artificial Intelligence (AI)          Machine Learning          Python Programming,Data Science,IBM,0.0,English,,"artificial intelligence, machine learning, linear algebra, probability theory, testing, probability distributions, data ingestion, descriptive and inferential statistical, ai","jupyter notebook, ibm watson studio","pandas, matplotlib, numpy, scikit-learn",,"building and deploying ai, building a data ingestion pipeline",coursera,www.coursera.org,,,,,
