companyName,location,timePost,website,jobType,jobCount,Knowledge,Platform,Framework,ProgrammingLanguage,Tool,date,month,year
Marymount Labs,Singapore,2023-12-22,Glint,Game Development,2,",",",",",",",",",",22,12,2023
Marymount Labs,Singapore,2023-12-22,Glint,Web Development,1,,,,,,22,12,2023
Marymount Labs,Singapore,2023-12-27,Glint,Data Engineer,1,,,,,,27,12,2023
Marymount Labs,Singapore,2023-12-27,Glint,Devops Engineer,1,,,,,,27,12,2023
Marymount Labs,Singapore,2023-12-27,Glint,Network Engineer,1,,,,,,27,12,2023
Marymount Labs,Singapore,2023-12-27,Glint,Software Engineer,1,,,,,,27,12,2023
Mass General Brigham,"Hybrid remote in Somerville, MA 02145",2024-01-14,Indeed,Business Analyst,1,,,,,,14,1,2024
Mass General Brigham,"Somerville, MA 02145 (Assembly Square area)",2024-01-14,Indeed,Data Engineer,1,"DATA WAREHOUSE,DATA PROCESSING,DEVOPS,DATA MODELING,BI,CI/CD,CLOUD COMPUTING,COLOR,FUNCTIONS,BUSINESS,MODELING,DATA PIPELINES,DATA WAREHOUSES,GOVERNANCE,HEALTH,SQL,DATA ECOSYSTEM,DATA WAREHOUSING,DATA ANALYSTS,DATA ENGINEERING,INTEGRATION,TROUBLESHOOTING,PERFORMANCE,HEALTHCARE,DATA LAKE,DATA QUALITY,DATA PIPELINE,ANALYTICS,ETL,BIOMEDICAL,WAREHOUSES,WAREHOUSE,DATA INTEGRATION","AWS,GCP,AZURE,CLOUD","GIT,MICROSOFT SQL SERVER,SSIS,SQL SERVER","SQL,AWS,AZURE,GCP","GIT,MICROSOFT SQL SERVER,SSIS,SQL SERVER,DEVOPS,BI,DATA WAREHOUSE,DATA LAKE,DATA WAREHOUSING,ETL,CLOUD COMPUTING,COMPUTING,SQL,DATA WAREHOUSES,ANALYTICS,DATA ENGINEERING,DATA MODELING,PERFORMANCE TUNING,PERFORMANCE,DATA INTEGRATION,GOVERNANCE,DATA PIPELINE,DATA PIPELINES,CLOUD,DATA QUALITY,ANALYTIC,BASE",14,1,2024
Mass General Brigham,"Somerville, MA 02145 (Assembly Square area)",2024-01-14,Indeed,Database Administrator,2,"DATABASE,RECOVERY,SECURITY,RELATIONAL DATABASE,REPORTING,COLOR,COMPUTER SCIENCE,FUNCTIONS,DATA SECURITY,HEALTH,SQL,TROUBLESHOOTING,PERFORMANCE,RELATIONAL,BIOMEDICAL,SOFTWARE,","LINUX,WINDOWS,CLOUD,","SQL SERVER,ORACLE DATABASE,LINUX,DATABASE,","SQL,","ORACLE DATABASE,SQL SERVER,ORACLE,LINUX,WINDOWS,DATABASE,SECURITY,MONITORING,RECOVERY,SQL,RELATIONAL,REPORTING,PERFORMANCE TUNING,MAINTENANCE,DATABASE MANAGEMENT,PERFORMANCE,STORAGE,RELATIONAL DATABASE,REPLICATION,DATA SECURITY,CLOUD,",14,1,2024
Massachusetts General Hospital(MGH),"Boston, MA 02114 (West End area)",2024-01-14,Indeed,Data Analysts,1,"STATISTICAL,DATA ANALYSIS,COLOR,STATISTICS,STATISTICAL ANALYSIS,DATA ANALYTICS,FUNCTIONS,MATHEMATICS,VISUALIZATION,VISUALIZATIONS,TESTING,TROUBLESHOOTING,PRINCIPAL COMPONENTS ANALYSIS,ANALYTICS,ANALYSIS,ALGEBRA,BIOMEDICAL,BIOINFORMATICS,CLINICAL RESEARCH,MULTIDISCIPLINARY,SOFTWARE",DATA ANALYSIS,DATA ANALYSIS,,"DATA ANALYTICS,STATISTICS,DATA ANALYSIS,ANALYTICS,QC,PROJECT MANAGEMENT,TESTING,ANALYSIS,VISUALIZATION,STATISTICAL ANALYSIS,MANIPULATION,ANALYTIC,STATISTICAL",14,1,2024
Massachusetts General Hospital(MGH),"Boston, MA 02115 (Mission Hill area)",2024-01-14,Indeed,Software Engineer,1,"PROTOTYPE,COLOR,COMPUTER SCIENCE,DATA SCIENCE,FUNCTIONS,TESTING,VERSION CONTROL,SOFTWARE",UNITY,UNITY,"PYTHON,C#","UNITY,TESTING,DATA SCIENCE",14,1,2024
Match Group,"Hybrid remote in New York, NY",2024-01-14,Indeed,Data Engineer,1,"DATA WAREHOUSE,MACHINE LEARNING,DEVOPS,DATA MODELING,BIG DATA,REPORTING,CI/CD,COLOR,DATABASES,AUTHORIZATION,BUSINESS,MODELING,FACTORS,SQL,DATA ENGINEERING,DATA SETS,DATA PIPELINE,ANALYTICS,ETL,WAREHOUSE","KUBERNETES,AWS,GCP,KAFKA,AIRFLOW",BIG DATA,"SQL,PYTHON,AWS,DOCKER,KUBERNETES,GCP,KAFKA","DOCKER,KUBERNETES,DEVOPS,DATA WAREHOUSE,ETL,BIG DATA,MACHINE LEARNING,SQL,ANALYTICS,DATA ENGINEERING,REPORTING,DATA MODELING,DATABASES,AUTHORIZATION,DATA PIPELINE,STACK,BASE",14,1,2024
Maxar Technologies,Remote,2024-01-14,Indeed,Backend Developer,1,"AGILE,UI,COLOR,STREAMING,COMPUTER SCIENCE,SOFTWARE",REACT,"REACT,VUE.JS,ANGULAR","JAVASCRIPT,CSS,JS","STREAMING,AGILE",14,1,2024
Maxar Technologies,Remote,2024-01-14,Indeed,Frontend Developer,1,"AGILE,UI,COLOR,STREAMING,COMPUTER SCIENCE,SOFTWARE",REACT,"REACT,VUE.JS,ANGULAR","JAVASCRIPT,CSS,JS","STREAMING,AGILE",14,1,2024
Mayo Clinic,"Remote in Rochester, MN 55901",2024-01-14,Indeed,Software Architect,1,"SECURITY,SOLID,CLOUD COMPUTING,AUTHORIZATION,APPLICATION DEVELOPMENT,FUNCTIONS,BUSINESS,GOVERNANCE,HEALTH,FUNCTIONAL,CORRELATION,FINANCE","GCP,AZURE,CLOUD",,"AZURE,MEDIUM,GCP","KPIS,SECURITY,CLOUD COMPUTING,MONITORING,COMPUTING,SOLID,MONITOR,AUTHORIZATION,GOVERNANCE,CLOUD",14,1,2024
Mayo Clinic,"Rochester, MN 55901",2024-01-14,Indeed,Network Engineer,2,"SOLID,ROUTING,SWITCHING,AUTHORIZATION,BUSINESS,HEALTH,TROUBLESHOOTING,TELECOMMUNICATIONS,",",",",",",","CISCO,MONITORING,SOLID,PROJECT MANAGEMENT,AUTHORIZATION,",14,1,2024
McKesson,"Columbus, OH 43222 (Franklinton area)",2024-01-14,Indeed,Database Administrator,1,"DATABASE,DATA MODELING,BACKUP,RECOVERY,SECURITY,MICROSERVICES,DATABASES,DATA INTEGRITY,MODELING,FACTORS,COMPLIANCE,RELATIONAL DATABASES,HEALTH,SQL,TROUBLESHOOTING,PERFORMANCE,HEALTHCARE,DATABASE ADMINISTRATION,RELATIONAL","AZURE,LINUX,WINDOWS,GITHUB","LINUX,DATABASE,POSTGRESQL","SQL,GITHUB,AZURE,ANSIBLE","POSTGRESQL,GITHUB,LINUX,WINDOWS,MICROSERVICES,DATABASE,SECURITY,MONITORING,RECOVERY,BACKUP,SQL,RELATIONAL,MICROSERVICES ARCHITECTURE,DATA MODELING,PERFORMANCE TUNING,RELATIONAL DATABASES,MAINTENANCE,DATABASE MANAGEMENT,DATABASES,MONITOR,BACKUP AND RECOVERY,PERFORMANCE,DATABASE PERFORMANCE,REPLICATION,COMPLIANCE,BASE",14,1,2024
MedWatchers,"San Diego, CA",2024-01-14,Indeed,Data Engineer,1,,,,,,14,1,2024
MediaFly,"Remote in Chicago, IL",2024-01-14,Indeed,Frontend Developer,1,"RESPONSIVE WEB,COLOR,AJAX,RESPONSIVE,RESPONSIVE DESIGN,FRONT-END WEB,WEB SERVICES,MARKETING,FUNCTIONAL","AJAX,REACT,REDUX",REACT,"HTML,CSS,TYPESCRIPT,SASS",,14,1,2024
Medical Mutual of Ohio,"Dublin, OH 43017",2024-01-14,Indeed,Network Engineer,1,,,,,,14,1,2024
Medtronic,"Rice, MN",2024-01-14,Indeed,Software Engineer,1,,,,,,14,1,2024
Meow Wolf,"Remote in Santa Fe, NM",2024-01-14,Indeed,Mobile Developer,1,"DESIGN PATTERNS,DEVOPS,UI,SOLID,COLOR,APIS,PROGRAMMING,MOBILE APP,MOBILE APPLICATIONS,STREAMING,E-COMMERCE,TDD,WEB SERVICES,COMPUTER SCIENCE,STORYTELLING,FUNCTIONS,BUSINESS,HEALTH,SOFTWARE DEVELOPMENT,INSURANCE,SERVERLESS,TESTING,PERFORMANCE,APP DEVELOPMENT,HEALTHCARE,DOCUMENT,TRANSFORM,SOFTWARE","AZURE,GOOGLE CLOUD,ANDROID,IOS,NODEJS,AMAZON WEB SERVICES,TDD,REACT,CLOUD,MICROSOFT AZURE,GOOGLE","REACT,VUE.JS,FLUTTER,JIRA,GIT","PYTHON,JAVASCRIPT,HTML,CSS,GRAPHQL,JS,FLUTTER,AZURE,GOOGLE CLOUD,AMAZON WEB SERVICES,MICROSOFT AZURE","GIT,JIRA,FIGMA,ANDROID,APP DEVELOPMENT,DEVOPS,SOFTWARE DEVELOPMENT,DESIGN PATTERNS,SERVERLESS,STREAMING,IOS,MICROSERVICE ARCHITECTURE,TDD,SOLID,MICROSERVICE,APIS,PRODUCT MANAGEMENT,TRANSFORM,PERFORMANCE,TESTING,CLOUD",14,1,2024
Mercy,"Remote in Chesterfield, MO 63017",2024-01-14,Indeed,Database Administrator,2,",",",",",",",",",",14,1,2024
Messari,Remote,2024-01-14,Indeed,Game Development,1,"DATA VISUALIZATION,DATABASE,DATA ANALYSIS,REPORTING,COLOR,DATA SCIENCE,BUSINESS,VISUALIZATION,GOVERNANCE,HEALTH,MEAN,ARTICULATE,ANALYTICS,ANALYSIS,MANAGEMENT SYSTEMS",DATA ANALYSIS,"DATA ANALYSIS,DATA VISUALIZATION,DATABASE",,"DATABASE,DATA VISUALIZATION,DATA ANALYSIS,ANALYTICS,REPORTING,MONITOR,GOVERNANCE,ANALYSIS,VISUALIZATION,DATA SCIENCE",14,1,2024
MetLife,Remote,2024-01-14,Indeed,Business Analyst,1,"BUSINESS,INSURANCE,HEALTHCARE",,"REQUESTS,EXCEL",,"EXCEL,WORD",14,1,2024
Metropolitan YMCA Singapore,Singapore,2024-01-04,Glint,Backend Developer,1,,,,,,4,1,2024
Metropolitan YMCA Singapore,Singapore,2024-01-04,Glint,Frontend Developer,1,,,,,,4,1,2024
Metropolitan YMCA Singapore,Singapore,2024-01-04,Glint,Mobile Developer,1,,,,,,4,1,2024
Metropolitan YMCA Singapore,Singapore,2023-12-18,Glint,Game Development,1,,,,,,18,12,2023
Metropolitan YMCA Singapore,Singapore,2023-12-18,Glint,Web Development,1,,,,,,18,12,2023
MiTek Inc.,"Chesterfield, MO 63017",2024-01-14,Indeed,Software Engineer,1,,,,,,14,1,2024
MiTek Inc.,"Hybrid remote in Chesterfield, MO 63017",2024-01-14,Indeed,Software Engineer,1,,,,,,14,1,2024
Michael Baker International,Remote in United States,2024-01-14,Indeed,Data Engineer,1,"BUSINESS INTELLIGENCE,DATA WAREHOUSE,DATA MINING,MACHINE LEARNING,DATABASE,DATABASE DESIGN,SECURITY,COLOR,DATABASES,COMPUTER SCIENCE,DATA SCIENCE,FUNCTIONS,BUSINESS,FACTORS,DATA PIPELINES,COMPLIANCE,RELATIONAL DATABASES,SQL,DATA INGESTION,DATA MODELS,TESTING,PERFORMANCE,DATA LAKE,DATA PRIVACY,DATA PIPELINE,RELATIONAL,ANALYTICS,EXTRACT,TRANSFORM,ETL,DATA SYSTEMS,WAREHOUSE",CLOUD,"DATABASE,BUSINESS INTELLIGENCE",SQL,"DATABASE,DATA WAREHOUSE,DATA LAKE,SECURITY,ETL,MACHINE LEARNING,SQL,RELATIONAL,ANALYTICS,EXTRACT,TRANSFORM,BUSINESS INTELLIGENCE,RELATIONAL DATABASES,DATA MINING,DATABASE DESIGN,DATABASES,MONITOR,PERFORMANCE,COMPLIANCE,DATA PIPELINE,TESTING,DATA INGESTION,DATA PIPELINES,CLOUD,DATA SCIENCE",14,1,2024
Microsoft,"Mountain View, CA 94043",2024-01-14,Indeed,Backend Developer,1,"AGILE,SOFTWARE DEVELOPMENT PROCESS,MACHINE LEARNING,COLOR,USER RESEARCH,INTERNET,DEVELOPMENT PROCESS,COMPUTER SCIENCE,STORYTELLING,AI,SOFTWARE DEVELOPMENT,TESTING,PERFORMANCE,TRANSFORM,SOFTWARE","AZURE,CLOUD",,"PYTHON,JAVA,C,C#,C++,JAVASCRIPT,AZURE","POWERPOINT,SOFTWARE DEVELOPMENT,AI,MACHINE LEARNING,AGILE,PRODUCT MANAGEMENT,TRANSFORM,PERFORMANCE,TESTING,CLOUD,BASE",14,1,2024
Microsoft,"Redmond, WA 98052 (Overlake area)",2024-01-14,Indeed,Game Development,1,,,,,,14,1,2024
Microsoft,"Redmond, WA 98052 (Overlake area)",2024-01-14,Indeed,Software Architect,1,"SECURITY,COLOR,COMPUTER SCIENCE,COMPLIANCE,GOVERNANCE,DISTRIBUTED SYSTEMS,CLASSIFICATION,GOVERNMENT,DATA PRIVACY,PRIVACY REQUIREMENTS,SOFTWARE","AZURE,CLOUD,MICROSOFT AZURE",,"PYTHON,JAVA,C,C#,C++,JAVASCRIPT,AZURE,MICROSOFT AZURE","SECURITY,DISTRIBUTED SYSTEMS,GOVERNANCE,COMPLIANCE,CLOUD,BASE",14,1,2024
Microsoft,"Redmond, WA 98052 (Overlake area)",2024-01-14,Indeed,Software Engineer,1,"COLOR,COMPUTER SCIENCE,TESTING,PERFORMANCE,SOFTWARE",,,"PYTHON,JAVA,C,C#,C++,JAVASCRIPT","MONITORING,PERFORMANCE,TESTING,BASE",14,1,2024
MidFirst Bank,"Hybrid remote in Oklahoma City, OK 73116",2024-01-14,Indeed,Frontend Developer,1,,,,,,14,1,2024
Milliman,Indiana,2024-01-14,Indeed,Software Engineer,1,"DATABASE,BUSINESS,HEALTH,SQL,GOVERNMENT,SOFTWARE","REACT,REDUX",".NET,.NET CORE,REACT,NET CORE,GIT,DATABASE","SQL,JAVASCRIPT,HTML,CSS,JS,QUERY LANGUAGES","GIT,DATABASE,SQL",14,1,2024
MindSeekers,"Bellevue, WA",2024-01-14,Indeed,Tester,1,TROUBLESHOOTING,,,,,14,1,2024
Miracle Software Systems,Michigan,2024-01-14,Indeed,Network Engineer,1,,,,,,14,1,2024
Moderna,"Seattle, WA 98109 (South Lake Union area)",2024-01-14,Indeed,Software Engineer,1,"AGILE,DEVOPS,SECURITY,CI/CD,COLOR,COMPUTER SCIENCE,CLASSES,FUNCTIONS,FACTORS,INSURANCE,PERFORMANCE,ANALYTICS,SOFTWARE","KUBERNETES,AWS,GITHUB,NODE.JS,CLOUD","ANGULAR,UNIT,REQUESTS","NODE.JS,JS,AWS,GITHUB,KUBERNETES","GITHUB,NODE.JS,KUBERNETES,DEVOPS,SECURITY,ANALYTICS,AGILE,MONITOR,PERFORMANCE,CLOUD,BASE",14,1,2024
Monstyr Pte. Ltd.,Singapore,2024-01-11,Glint,Data Analysts,1,,,,,,11,1,2024
Monstyr Pte. Ltd.,Singapore,2024-01-11,Glint,Data Engineer,1,,,,,,11,1,2024
Monstyr Pte. Ltd.,Singapore,2024-01-11,Glint,Data Scientist,1,,,,,,11,1,2024
Monstyr Pte. Ltd.,Singapore,2023-12-14,Glint,Data Engineer,1,,,,,,14,12,2023
Monstyr Pte. Ltd.,Singapore,2023-12-14,Glint,Devops Engineer,1,,,,,,14,12,2023
Monstyr Pte. Ltd.,Singapore,2023-12-14,Glint,Network Engineer,1,,,,,,14,12,2023
Monstyr Pte. Ltd.,Singapore,2023-12-14,Glint,Software Architect,1,,,,,,14,12,2023
Monstyr Pte. Ltd.,Singapore,2023-12-14,Glint,Software Engineer,1,,,,,,14,12,2023
Mothercare (s) Pte Ltd,Singapore,2024-01-11,Glint,Business Analyst,1,,,,,,11,1,2024
Moxy Pte. Ltd.,Singapore,2024-01-11,Glint,UI Designer,1,,,,,,11,1,2024
Mr. Cooper,"Lewisville, TX",2024-01-14,Indeed,UI Designer,1,"UI,RESPONSIVE WEB,USABILITY TESTING,COLOR,DEVELOPMENT PROCESS,RESPONSIVE,BUSINESS,SUMMARIZATION,TESTING,ANALYSIS,SOFTWARE",,PHOTOSHOP,"JAVASCRIPT,HTML,CSS,MR,DRILL","FIGMA,SKETCH,PHOTOSHOP,TESTING,ANALYSIS,SUMMARIZATION",14,1,2024
NETS Solutions Pte. Ltd.,Singapore,2024-01-11,Glint,Backend Developer,1,,,,,,11,1,2024
NETS Solutions Pte. Ltd.,Singapore,2024-01-11,Glint,Frontend Developer,1,,,,,,11,1,2024
NETS Solutions Pte. Ltd.,Singapore,2024-01-11,Glint,Mobile Developer,1,,,,,,11,1,2024
NETS Solutions Pte. Ltd.,Singapore,2024-01-11,Glint,Software Architect,1,,,,,,11,1,2024
NETS Solutions Pte. Ltd.,Singapore,2024-01-11,Glint,Software Engineer,1,,,,,,11,1,2024
NETS Solutions Pte. Ltd.,Singapore,2023-12-27,Glint,Backend Developer,1,,,,,,27,12,2023
NETS Solutions Pte. Ltd.,Singapore,2023-12-27,Glint,Frontend Developer,1,,,,,,27,12,2023
NETS Solutions Pte. Ltd.,Singapore,2023-12-27,Glint,Mobile Developer,1,,,,,,27,12,2023
NETS Solutions Pte. Ltd.,Singapore,2023-12-27,Glint,Software Architect,1,,,,,,27,12,2023
NETS Solutions Pte. Ltd.,Singapore,2023-12-27,Glint,Software Engineer,1,,,,,,27,12,2023
NINJA VAN VIỆT NAM,Hồ Chí Minh,2023-12-20,CareerBuilder,Data Analysts,1,"BI,SOFTWARE","GOOGLE DRIVE,GOOGLE",,,BI,20,12,2023
NIS AMERICA,"Santa Ana, CA",2024-01-14,Indeed,Game Development,1,"LITERATURE,TESTING,ENGLISH,FRENCH,GERMAN,SPANISH",GOOGLE,,,"FRENCH,GERMAN,ENGLISH,SPANISH,QUALITY ASSURANCE,TESTING",14,1,2024
NIS AMERICA,"Santa Ana, CA",2024-01-14,Indeed,Tester,1,"LITERATURE,TESTING,ENGLISH,FRENCH,GERMAN,SPANISH",GOOGLE,,,"FRENCH,GERMAN,ENGLISH,SPANISH,QUALITY ASSURANCE,TESTING",14,1,2024
NVIDIA,"Santa Clara, CA 95051",2024-01-14,Indeed,Game Development,2,"COLOR,APIS,COMPUTER SCIENCE,BUSINESS,AI,MARKETING,ANALYSIS,","LINUX,WINDOWS,CLOUD,","LINUX,","PYTHON,","LINUX,WINDOWS,AI,APIS,PRODUCT MANAGEMENT,CLOUD,ANALYSIS,BASE,",14,1,2024
NYC Careers,"Hybrid remote in Manhattan, NY 10004",2024-01-14,Indeed,Devops Engineer,1,"DATABASE,DEVOPS,SECURITY,CI/CD,COLOR,COMPUTER SCIENCE,BUSINESS,HEALTH,FUNCTIONAL,LINUX ADMINISTRATION,CLASSIFICATION,DOCUMENT","KUBERNETES,AWS,AZURE,LINUX,CLOUD","LINUX,DATABASE","AWS,DOCKER,AZURE,KUBERNETES,ANSIBLE","DOCKER,KUBERNETES,LINUX,DEVOPS,DATABASE,SECURITY,CLOUD",14,1,2024
NYC Careers,"Manhattan, NY",2024-01-14,Indeed,Database Administrator,1,,,,,,14,1,2024
NYC Careers,"New York, NY",2024-01-14,Indeed,Web Development,1,"DATABASE,DEVOPS,OBJECT-ORIENTED PROGRAMMING,SECURITY,COLOR,DATABASES,WEB DEVELOPMENT,PROGRAMMING,WEB SERVICES,COMPUTER SCIENCE,APPLICATION DEVELOPMENT,XML,GIS,SPATIAL,BUSINESS,DATA INTEGRITY,OBJECT-ORIENTED,COMPLIANCE,HEALTH,SQL,INTEGRATION,FUNCTIONAL,TROUBLESHOOTING,PERFORMANCE,CLASSIFICATION,DIGITAL TRANSFORMATION,SECURITY MANAGEMENT,ANALYSIS,PUBLIC HEALTH,SOFTWARE,PROFESSIONAL SERVICES","AZURE,WEB DEVELOPMENT,ASP.NET",".NET,ASP.NET,UNIT,REQUESTS,DATABASE","SQL,JAVA,C#,HTML,CSS,XML,AZURE","DEVOPS,WEB DEVELOPMENT,DATABASE,SECURITY,MONITORING,SQL,OBJECT-ORIENTED PROGRAMMING,PROJECT MANAGEMENT,MAINTENANCE,DATABASES,PERFORMANCE,COMPLIANCE,ANALYSIS",14,1,2024
NYU Langone,"New York, NY",2024-01-14,Indeed,Data Analysts,2,",",",",",",",",",",14,1,2024
National Hockey League,"Hybrid remote in New York, NY",2024-01-14,Indeed,Network Engineer,1,"SECURITY,COLOR,VPN,ROUTING,NETWORK MONITORING,COMPUTER SCIENCE,FACTORS,HEALTH,TESTING,NETWORK SECURITY,PERFORMANCE,DOCUMENT,ANALYSIS,MIGRATIONS",IOS,REQUESTS,"PYTHON,ANSIBLE","CISCO,SECURITY,MONITORING,IOS,FIREWALLS,MAINTENANCE,PERFORMANCE,TESTING,EVALUATION,ANALYSIS,BASE",14,1,2024
National Institute Of Education,Singapore,2024-01-04,Glint,Business Analyst,1,,,,,,4,1,2024
National Institute Of Education,Singapore,2024-01-08,Glint,Data Engineer,2,",",",",",",",",",",8,1,2024
National Institute Of Education,Singapore,2024-01-08,Glint,Devops Engineer,2,",",",",",",",",",",8,1,2024
National Institute Of Education,Singapore,2024-01-08,Glint,Network Engineer,2,",",",",",",",",",",8,1,2024
National Institute Of Education,Singapore,2024-01-08,Glint,Software Engineer,2,",",",",",",",",",",8,1,2024
National Institute Of Education,Singapore,2024-01-11,Glint,Game Development,2,",",",",",",",",",",11,1,2024
National Institute Of Education,Singapore,2024-01-11,Glint,Web Development,2,",",",",",",",",",",11,1,2024
National Institute Of Education,Singapore,2023-12-15,Glint,Network Engineer,1,,,,,,15,12,2023
National Institute Of Education,Singapore,2023-12-18,Glint,Business Analyst,1,,,,,,18,12,2023
National Institute Of Education,Singapore,2023-12-18,Glint,Network Engineer,1,,,,,,18,12,2023
National Institute Of Education,Singapore,2023-12-20,Glint,Business Analyst,1,,,,,,20,12,2023
Netflix,"Los Angeles, CA",2024-01-14,Indeed,Game Development,1,,,,,,14,1,2024
Netflix,"Los Gatos, CA",2024-01-14,Indeed,Game Development,2,"GAME DEVELOPMENT,STREAMING,BUSINESS,HEALTH,GAME DEVELOPMENT,STREAMING,BUSINESS,HEALTH",",",",",",","GAME DEVELOPMENT,STREAMING,GAME DEVELOPMENT,STREAMING",14,1,2024
Netflix,Remote,2024-01-14,Indeed,Backend Developer,1,"SECURITY,DATABASES,HEALTH,SQL,ENGLISH",,"UNREAL ENGINE,UNREAL,REQUESTS","SQL,PYTHON,C++","UNREAL ENGINE,SECURITY,SQL,ENGLISH,DATABASES,STACK",14,1,2024
Netflix,Remote,2024-01-14,Indeed,Data Engineer,1,"MACHINE LEARNING,DATA PROCESSING,DATA MODELING,BIG DATA,PROGRAMMING,INTERNET,STREAMING VIDEO,STREAMING,DATA SCIENCE,SCIENCE AND ENGINEERING,BUSINESS,MODELING,DATA PIPELINES,HEALTH,SQL,DISTRIBUTED SYSTEMS,DATA ENGINEERING,DOMAINS,DATA QUALITY,ANALYTICS,SOFTWARE,SPARK,FINANCE,BATCH DATA",SPARK,"SPARK,BIG DATA","SQL,JAVA,SCALA,FLINK,SPARK","BIG DATA,MACHINE LEARNING,SQL,ANALYTICS,DATA ENGINEERING,STREAMING,DISTRIBUTED SYSTEMS,DATA MODELING,DATA PIPELINES,DATA QUALITY,DATA SCIENCE",14,1,2024
Netflix,Remote,2024-01-14,Indeed,Game Development,1,"GAME DEVELOPMENT,STREAMING,HEALTH,TESTING,CLASSIFICATION,METADATA,DATA MANAGEMENT,DATA MANAGEMENT SYSTEMS,MANAGEMENT SYSTEMS",,,,"GAME DEVELOPMENT,STREAMING,DATA MANAGEMENT,TESTING",14,1,2024
Netflix,Remote,2024-01-14,Indeed,Mobile Developer,1,"AGILE,GAME DEVELOPMENT,IOS DEVELOPMENT,SOLID,HEALTH,MATH","ANDROID,IOS","UNREAL ENGINE,UNREAL",C++,"UNREAL ENGINE,ANDROID,GAME DEVELOPMENT,IOS,AGILE,SOLID",14,1,2024
Netflix,Remote,2024-01-14,Indeed,Software Engineer,1,"OBJECT-ORIENTED PROGRAMMING,SOLID,API,APIS,PROGRAMMING,COMPUTER SCIENCE,OBJECT-ORIENTED,HEALTH,SOFTWARE DEVELOPMENT,DISTRIBUTED SYSTEMS,TESTING,SOFTWARE",API,,,"SOFTWARE DEVELOPMENT,API,DISTRIBUTED SYSTEMS,OBJECT-ORIENTED PROGRAMMING,SOLID,APIS,TESTING",14,1,2024
Netflix,"Remote in Los Angeles, CA",2024-01-14,Indeed,Game Development,1,"DEVOPS,GAME DEVELOPMENT,SECURITY,CI/CD,STREAMING,COMPUTER SCIENCE,BUSINESS,HEALTH,TESTING,SOURCE CONTROL,SOFTWARE","AWS,GCP,AZURE,CLOUD",,"AWS,AZURE,GCP","DEVOPS,GAME DEVELOPMENT,SECURITY,STREAMING,TESTING,CLOUD",14,1,2024
Neu Industries Pte Ltd,"Paya Lebar, Singapore",2023-12-27,Glint,UI Designer,1,,,,,,27,12,2023
Neu Industries Pte Ltd,"Paya Lebar, Singapore",2023-12-27,Glint,Web Development,1,,,,,,27,12,2023
NewYork-Presbyterian Hospital,"Remote in Manhattan, NY 10065",2024-01-14,Indeed,Data Analysts,1,"INFORMATION SYSTEMS,ENCODER,FUNCTIONS,HEALTH,PERFORMANCE,HEALTHCARE,DIAGNOSTIC",,EXCEL,,"EXCEL,PERFORMANCE,BASE",14,1,2024
NexZenTek,"Alpharetta, GA",2024-01-14,Indeed,Backend Developer,1,"UI,RESPONSIVE,PERFORMANCE",REACT,REACT,"HTML,CSS,JS",PERFORMANCE,14,1,2024
NexZenTek,"Alpharetta, GA",2024-01-14,Indeed,Frontend Developer,1,"UI,RESPONSIVE,PERFORMANCE",REACT,REACT,"HTML,CSS,JS",PERFORMANCE,14,1,2024
Nexagen,Hybrid remote in New Jersey,2024-01-14,Indeed,Software Architect,1,,,,,,14,1,2024
Next Gen Investors Endowment Ltd,Singapore,2024-01-11,Glint,Business Analyst,1,,,,,,11,1,2024
Ngân Hàng TMCP Quân Đội,Hà Nội,2024-01-03,CareerBuilder,Data Scientist,1,"DATA VISUALIZATION,BI,VISUALIZATION,SQL",TABLEAU,"DATA VISUALIZATION,TABLEAU,POWER BI",SQL,"TABLEAU,POWER BI,ORACLE,BI,DATA VISUALIZATION,SQL,VISUALIZATION",3,1,2024
Ngân Hàng TMCP Quân Đội,Hà Nội,2024-01-08,CareerBuilder,Business Analyst,1,,,,,,8,1,2024
Ngân Hàng TMCP Quân Đội,Hà Nội,2024-01-09,CareerBuilder,Data Analysts,1,,,,,,9,1,2024
Ngân Hàng TMCP Quân Đội,Hà Nội,2024-01-09,CareerBuilder,Data Engineer,1,"DATABASE,BI","AWS,TABLEAU,CLOUD","ORACLE DATABASE,DATABASE,TABLEAU",AWS,"TABLEAU,ORACLE DATABASE,ORACLE,BI,DATABASE,CLOUD",9,1,2024
Ngân Hàng TMCP Quân Đội,Hà Nội,2024-01-09,CareerBuilder,Data Scientist,2,"DATA SCIENCE,BUSINESS,DATA VISUALIZATION,BI,VISUALIZATION,SQL",",TABLEAU",",DATA VISUALIZATION,TABLEAU,POWER BI",",SQL","DATA SCIENCE,TABLEAU,POWER BI,ORACLE,BI,DATA VISUALIZATION,SQL,VISUALIZATION",9,1,2024
Ngân Hàng TMCP Quân Đội,Hà Nội,2023-12-18,CareerBuilder,Data Engineer,1,"DATABASE,BI","AWS,TABLEAU,CLOUD","ORACLE DATABASE,DATABASE,TABLEAU",AWS,"TABLEAU,ORACLE DATABASE,ORACLE,BI,DATABASE,CLOUD",18,12,2023
Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,2023-12-31,CareerBuilder,Business Analyst,1,BUSINESS,,,,,31,12,2023
