companyName,location,timePost,website,jobType,jobCount,Knowledge,Platform,Framework,ProgrammingLanguage,Tool,date,month,year
AAA Minneapolis,"Saint Louis Park, MN 55416 (Wolfe Park area)",2024-01-14,Indeed,Database Administrator,3,",,BUSINESS INTELLIGENCE,DATA WAREHOUSE,DATA VISUALIZATION,DATABASE,SECURITY,DATA ANALYSIS,DATA VISUALIZATIONS,REPORTING,BI,STATISTICS,DATA ANALYTICS,BUSINESS,MATHEMATICS,VISUALIZATION,VISUALIZATIONS,SQL,MARKETING,INSURANCE,DATA PROTECTION,FUNCTIONAL,DATA ANALYSES,DOCUMENT,DATA QUALITY,ANALYTICS,ANALYSIS,ETL,WAREHOUSE,DATA MANAGEMENT,SOFTWARE",",,GOOGLE ANALYTICS,TABLEAU,DATA ANALYSIS,GOOGLE DATA STUDIO,GOOGLE",",,SSIS,DATA ANALYSIS,DATA VISUALIZATION,DATABASE,TABLEAU,POWER BI,EXCEL,BUSINESS INTELLIGENCE",",,SQL,GOOGLE DATA STUDIO",",,EXCEL,TABLEAU,SSIS,POWER BI,KPIS,BI,DATABASE,DATA WAREHOUSE,DATA ANALYTICS,SECURITY,ETL,DATA VISUALIZATION,STATISTICS,SQL,DATA ANALYSIS,ANALYTICS,REPORTING,BUSINESS INTELLIGENCE,DATA MANAGEMENT,DATA VISUALIZATIONS,DATA QUALITY,ANALYSIS,VISUALIZATION",14,1,2024
ACB - Ngân Hàng TMCP Á Châu,Hồ Chí Minh,2024-01-08,CareerBuilder,Business Analyst,1,"DATABASE,PROGRAMMING,COMPUTER SCIENCE,BUSINESS,SQL,TESTING,ENGLISH,VIETNAMESE,INFORMATION SYSTEM",,DATABASE,SQL,"DATABASE,SQL,VIETNAMESE,ENGLISH,DATABASE SCHEMA,TESTING",8,1,2024
ADPMN IT SOLUTIONS,Georgia,2024-01-14,Indeed,Database Administrator,1,,,,,,14,1,2024
"ADS, Inc.","Austin, TX",2024-01-14,Indeed,Frontend Developer,1,"COLOR,WEB DEVELOPMENT,WEB DESIGN,MOBILE APPS,DEVELOPMENT PROCESS,MOBILE APPLICATIONS,USER INTERFACE,COMPUTER SCIENCE,SEO,INFORMATION SYSTEMS,FUNCTIONS,BUSINESS,MATHEMATICS,SQL,TESTING,FUNCTIONAL,ANALYSIS","WEB DEVELOPMENT,REACT",REACT,"SQL,PYTHON,JAVASCRIPT,HTML,CSS,JS","ADOBE ILLUSTRATOR,WEB DEVELOPMENT,SQL,WEB DESIGN,TESTING,ANALYSIS,STACK",14,1,2024
"ADS, Inc.","Austin, TX",2024-01-14,Indeed,Mobile Developer,1,"COLOR,WEB DEVELOPMENT,WEB DESIGN,MOBILE APPS,DEVELOPMENT PROCESS,MOBILE APPLICATIONS,USER INTERFACE,COMPUTER SCIENCE,SEO,INFORMATION SYSTEMS,FUNCTIONS,BUSINESS,MATHEMATICS,SQL,TESTING,FUNCTIONAL,ANALYSIS","WEB DEVELOPMENT,REACT",REACT,"SQL,PYTHON,JAVASCRIPT,HTML,CSS,JS","ADOBE ILLUSTRATOR,WEB DEVELOPMENT,SQL,WEB DESIGN,TESTING,ANALYSIS,STACK",14,1,2024
ALT America,United States,2024-01-14,Indeed,Database Administrator,1,,,,,,14,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,Backend Developer,3,",,",",,",",,",",,",",,",11,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,Data Engineer,3,",,",",,",",,",",,",",,",11,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,Devops Engineer,3,",,",",,",",,",",,",",,",11,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,Frontend Developer,3,",,",",,",",,",",,",",,",11,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,Mobile Developer,3,",,",",,",",,",",,",",,",11,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,Network Engineer,3,",,",",,",",,",",,",",,",11,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,Software Architect,2,",",",",",",",",",",11,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,Software Engineer,4,",,,",",,,",",,,",",,,",",,,",11,1,2024
ANOTECH Singapore,Singapore,2024-01-11,Glint,UI Designer,1,,,,,,11,1,2024
ARK Solutions,"Remote in Dimondale, MI",2024-01-14,Indeed,Software Architect,1,,,,,,14,1,2024
ASRC Federal Holding Company,Remote,2024-01-14,Indeed,Tester,1,"SOFTWARE TESTING,API,WEB SERVICES,REGRESSION,FUNCTIONS,COMPLIANCE,TESTING,MANUAL,FUNCTIONAL,PERFORMANCE,DOCUMENT,SOFTWARE","AZURE,API,CLOUD",,AZURE,"API,REGRESSION,SOFTWARE TESTING,PERFORMANCE,COMPLIANCE,TESTING,EVALUATION,CLOUD",14,1,2024
ASSA ABLOY,"Phoenix, AZ 85044 (Ahwatukee Foothills area)",2024-01-14,Indeed,UI Designer,1,"UX DESIGN,COMPUTER SCIENCE,FACTORS,COMPLIANCE,FUNCTIONAL,SOFTWARE",CLOUD,,"JAVASCRIPT,CSS","FIGMA,COMPLIANCE,CLOUD",14,1,2024
ASUS Computer International,"Fremont, CA 94538",2024-01-14,Indeed,Database Administrator,1,"DATABASE,DBMS,DATABASE DESIGN,BACKUP,RECOVERY,SECURITY,COLOR,DATABASES,PROGRAMMING,COMPUTER SCIENCE,STATISTICS,MODELING,COMPLIANCE,DATA SECURITY,SQL,INSURANCE,TESTING,TROUBLESHOOTING,PERFORMANCE,DATABASE SYSTEMS,SECURITY MANAGEMENT,MANAGEMENT SYSTEMS,DATABASE MANAGEMENT SYSTEM,SOFTWARE,OPERATING SYSTEM","LINUX,MYSQL","MYSQL,MICROSOFT SQL SERVER,SQL SERVER,LINUX,DATABASE,DBMS,DATABASE MANAGEMENT SYSTEMS","SQL,T-SQL,MYSQL","MICROSOFT SQL SERVER,MYSQL,SQL SERVER,ORACLE,LINUX,DATABASE,SECURITY,MONITORING,RECOVERY,BACKUP,STATISTICS,SQL,DATABASE MIGRATION,PERFORMANCE TUNING,MAINTENANCE,DATABASE MANAGEMENT,DATABASE DESIGN,DATABASES,DATABASE MANAGEMENT SYSTEMS,MONITOR,BACKUP AND RECOVERY,PERFORMANCE,DATABASE PERFORMANCE,STORAGE,DATABASE MANAGEMENT SYSTEM (DBMS),DATABASE SYSTEMS,DBMS,DATABASE BACKUP AND RECOVERY,DATA SECURITY,COMPLIANCE,TESTING,BASE",14,1,2024
AT&T,"Atlanta, GA",2024-01-14,Indeed,Data Engineer,1,"AGILE,STATISTICAL,MACHINE LEARNING,SECURITY,DATA ANALYSIS,DOMAIN,COLOR,INTERNET,COMPUTER SCIENCE,STATISTICS,DATA SCIENCE,BUSINESS,MATHEMATICS,MODELING,SQL,AI,DATA WAREHOUSING,SOFTWARE DEVELOPMENT,NEURAL NETWORKS,MARKETING,INSURANCE,DATA ENGINEERING,VIRTUAL ASSISTANT,PERFORMANCE,DOMAINS,SUPERVISED,DATA SETS,DATA QUALITY,PREDICTIVE,ANALYTICS,ANALYSIS,MATH,MODELLING,SOFTWARE,NLP,CONNECTIVITY","AWS,AZURE,HADOOP,MYSQL,DATA ANALYSIS,CLOUD","HADOOP,MYSQL,DATA ANALYSIS","SQL,PYTHON,T-SQL,MYSQL,AWS,AZURE,HADOOP","MYSQL,SOFTWARE DEVELOPMENT,AI,DATA WAREHOUSING,SECURITY,MACHINE LEARNING,SUPERVISED,NEURAL NETWORKS,MODELLING,STATISTICS,SQL,DATA ANALYSIS,ANALYTICS,DATA ENGINEERING,JUPYTER,AGILE,PERFORMANCE,CLOUD,DATA QUALITY,ANALYSIS,DATA SCIENCE,STATISTICAL",14,1,2024
AT&T,"Columbia, MD",2024-01-14,Indeed,Web Development,1,"COLOR,WEB DEVELOPMENT,PROFESSIONAL SERVICES",WEB DEVELOPMENT,,,WEB DEVELOPMENT,14,1,2024
AT&T,"Dallas, TX",2024-01-14,Indeed,Software Engineer,1,"DESIGN PATTERNS,UI,MICROSERVICES,RESTFUL API,CI/CD,PERFORMANCE TESTING,COLOR,API,APIS,INTERNET,HTTP,COMPUTER SCIENCE,INFORMATION SYSTEMS,BUSINESS,REST APIS,INSURANCE,TESTING,TROUBLESHOOTING,PERFORMANCE,TRANSFORM,SOFTWARE,CONNECTIVITY","KUBERNETES,AWS,AZURE,NODEJS,NODE.JS,API","ANGULAR,JENKINS","JAVASCRIPT,TYPESCRIPT,NODE.JS,JS,AWS,DOCKER,AZURE,KUBERNETES","JENKINS,DOCKER,NODE.JS,KUBERNETES,GRAFANA,PROMETHEUS,MICROSERVICES,REST APIS,DESIGN PATTERNS,API,MONITORING,JMETER,RESTFUL API,MICROSERVICES ARCHITECTURE,APIS,TRANSFORM,PERFORMANCE,HTTP,TESTING,STACK",14,1,2024
AT&T,"Lorton, VA 22079",2024-01-14,Indeed,Network Engineer,1,,,,,,14,1,2024
ATC,Remote,2024-01-14,Indeed,Database Administrator,1,"DATABASE,DATABASE DESIGN,SECURITY,RELATIONAL DATABASE,DATABASES,AUTHORIZATION,INFORMATION SYSTEMS,BUSINESS,COMPLIANCE,GOVERNANCE,SQL,TESTING,BUSINESS REQUIREMENTS,PERFORMANCE,DOCUMENT,DATABASE SYSTEMS,RELATIONAL,ANALYSIS","AZURE,MICROSOFT AZURE","MICROSOFT SQL SERVER,SSIS,SQL SERVER,REQUESTS,DATABASE,SSRS","SQL,T-SQL,AZURE,MICROSOFT AZURE","MICROSOFT SQL SERVER,SSIS,SSRS,SQL SERVER,DATABASE,SECURITY,SQL,RELATIONAL,DATABASE DESIGN,RELATIONAL DATABASE DESIGN,DATABASES,QUERY OPTIMIZATION,PERFORMANCE,RELATIONAL DATABASE,DATABASE ARCHITECTURE,DATABASE SYSTEMS,AUTHORIZATION,GOVERNANCE,COMPLIANCE,TESTING,EVALUATION,ANALYSIS",14,1,2024
Abbott Laboratories,"Alameda, CA",2024-01-14,Indeed,Software Architect,1,"UI,SECURITY,USABILITY TESTING,API,APIS,MOBILE APPLICATION,MOBILE APP,RESPONSIVE,AUTHENTICATION,MOBILE APPLICATIONS,RESPONSIVE DESIGN,MOBILE DEVELOPMENT,USER INTERFACE,UNIT TESTING,APPLICATION DEVELOPMENT,MEMORY,FACTORS,HEALTH,INTEGRATION,TESTING,FUNCTIONAL,PERFORMANCE,HEALTHCARE,MANAGEMENT SYSTEMS,SOFTWARE,OPERATING SYSTEM","IOS,API,REACT,CLOUD","REACT NATIVE,REACT,FLUTTER,ANGULAR,UNIT,REQUESTS","JAVASCRIPT,HTML5,CSS3,FLUTTER,XAMARIN","API,SECURITY,MONITORING,IOS,UNIT TESTING,APIS,TESTING TECHNIQUES,MAINTENANCE,DATA STORAGE,MONITOR,PERFORMANCE,STORAGE,AUTHENTICATION,TESTING,CLOUD,STACK,BASE",14,1,2024
Above Lending,"Hybrid remote in Chicago, IL",2024-01-14,Indeed,UI Designer,1,"UX DESIGN,SOLID,WIREFRAME,PROTOTYPE,USER RESEARCH,MOBILE APPLICATIONS,E-COMMERCE,COMPUTER SCIENCE,BUSINESS,HEALTH,MARKETING,INSURANCE,CREDIT,TESTING,PERFORMANCE,ANALYTICS,ANALYSIS,FINANCE",,,"JAVASCRIPT,HTML","ADOBE XD,FIGMA,SKETCH,ANALYTICS,SOLID,PERFORMANCE,TESTING,ANALYSIS,BASE",14,1,2024
Accenture,"Remote in Saint Petersburg, FL 33716",2024-01-14,Indeed,Tester,1,"REGRESSION TESTING,COLOR,API,MOBILE APPLICATION,AUTHORIZATION,API TESTING,REGRESSION,FUNCTIONS,BUSINESS,FACTORS,LISTS,INTEGRATION,TESTING,AUTOMATION TESTING,FUNCTIONAL,ANALYSIS,PROFESSIONAL SERVICES","ANDROID,IOS,API",JIRA,PYTHON,"JIRA,ANDROID,API,REGRESSION,IOS,AUTHORIZATION,TESTING,ANALYSIS",14,1,2024
Accenture,"Santa Clara, CA",2024-01-14,Indeed,Devops Engineer,1,"CI/CD,COLOR,PROGRAMMING,AUTHORIZATION,FUNCTIONS,BUSINESS,LISTS,TESTING,SHELL SCRIPTING,SOFTWARE","AWS,S3,VPC",GIT,"PYTHON,JAVA,TYPESCRIPT,AWS","GIT,AUTHORIZATION,TESTING",14,1,2024
ActioNet,Remote,2024-01-14,Indeed,Database Administrator,2,"AGILE,DATABASE,SCRUM,DATA MODELING,SECURITY,DATA ANALYSIS,COLOR,DATABASES,COMPUTER SCIENCE,FUNCTIONS,BUSINESS,MODELING,HEALTH,VISUALIZATIONS,SQL,TESTING,TROUBLESHOOTING,PERFORMANCE,DATABASE SYSTEMS,ANALYSIS,SOFTWARE,","DATA ANALYSIS,CLOUD,","MICROSOFT SQL SERVER,SQL SERVER,DATA ANALYSIS,REQUESTS,DATABASE,","SQL,","MICROSOFT SQL SERVER,SQL SERVER,DATABASE,SECURITY,SQL,DATA ANALYSIS,SCRUM,AGILE,DATA MODELING,PERFORMANCE TUNING,MAINTENANCE,DATABASES,PERFORMANCE,DATABASE SYSTEMS,TESTING,CLOUD,ANALYSIS,",14,1,2024
Activision,"Woodland Hills, CA",2024-01-14,Indeed,Game Development,1,,,,,,14,1,2024
Actum Lab,"Austin, TX 78701 (Downtown area)",2024-01-14,Indeed,Backend Developer,1,"AGILE,SQL","KUBERNETES,NODE.JS",POSTGRESQL,"SQL,JAVASCRIPT,TYPESCRIPT,NODE.JS,JS,MONGODB,DOCKER,KUBERNETES","MONGODB,POSTGRESQL,DOCKER,NODE.JS,KUBERNETES,GRAFANA,SQL,AGILE",14,1,2024
Adaptive Biotechnologies,Remote,2024-01-14,Indeed,Network Engineer,1,"SECURITY,COLOR,ROUTING,SWITCHING,AUTHORIZATION,COMPUTER SCIENCE,FUNCTIONS,BUSINESS,COMPLIANCE,BUSINESS REQUIREMENTS,INFORMATION SECURITY,NETWORK SECURITY,FILTERING,TRANSFORM,SOFTWARE",CLOUD,,PYTHON,"CISCO,SECURITY,MONITORING,COMPUTING,FIREWALLS,TRANSFORM,MAINTENANCE,AUDITING,AUTHORIZATION,COMPLIANCE,EVALUATION,CLOUD,STACK,SEARCHING,BASE",14,1,2024
Adapty,Remote,2024-01-14,Indeed,Backend Developer,1,"OBJECT-ORIENTED PROGRAMMING,OBJECT-ORIENTED PROGRAMMING (OOP),SOLID,CI/CD,API,PROGRAMMING,MOBILE APPS,CONTINUOUS INTEGRATION,OBJECT-ORIENTED,COMPLIANCE,NOSQL,SQL,INTEGRATION,TESTING,VERSION CONTROL,ANALYTICS","KAFKA,API","DJANGO,GIT,REQUESTS,GITLAB,POSTGRESQL","SQL,KAFKA","GIT,POSTGRESQL,REDIS,GITLAB,API,NOSQL,SQL,ANALYTICS,RABBITMQ,OBJECT-ORIENTED PROGRAMMING,SOLID,COMPLIANCE,TESTING",14,1,2024
Adobe,"San Jose, CA 95110 (Downtown area)",2024-01-14,Indeed,Mobile Developer,1,"IOS DEVELOPMENT,COLOR,MOBILE APPLICATIONS,USER INTERFACE,COMPUTER SCIENCE,FUNCTIONS,BUSINESS,MARKETING,TROUBLESHOOTING,DOCUMENT,TRANSFORM,SOFTWARE","IOS,CLOUD",,"C++,SWIFT,OBJECTIVE-C","IOS,SOFTWARE DESIGN,TRANSFORM,CLOUD,BASE",14,1,2024
Adobe,"San Jose, CA 95110 (Downtown area)",2024-01-14,Indeed,Software Engineer,1,"UI,SECURITY,PROTOTYPE,COLOR,WEB APPLICATION,WEB APPLICATION DEVELOPMENT,WEB APPLICATIONS,ECOMMERCE,COMPUTER SCIENCE,APPLICATION DEVELOPMENT,OBJECT-ORIENTED,SOFTWARE DEVELOPMENT,TESTING,PERFORMANCE,DOCUMENT,ANALYSIS,TRANSFORM,SOFTWARE","WEB APPLICATION,NODE.JS,REACT,CLOUD",REACT,"JAVASCRIPT,HTML,CSS,GRAPHQL,NODE.JS,JS","NODE.JS,SOFTWARE DEVELOPMENT,SECURITY,TRANSFORM,PERFORMANCE,TESTING,CLOUD,ANALYSIS,BASE",14,1,2024
Aevice Health,Singapore,2024-01-07,Glint,Game Development,1,,,,,,7,1,2024
Aevice Health,Singapore,2024-01-07,Glint,Web Development,1,,,,,,7,1,2024
Aevice Health,Singapore,2023-12-17,Glint,Data Engineer,1,,,,,,17,12,2023
Aevice Health,Singapore,2023-12-17,Glint,Devops Engineer,1,,,,,,17,12,2023
Aevice Health,Singapore,2023-12-17,Glint,Network Engineer,1,,,,,,17,12,2023
Aevice Health,Singapore,2023-12-17,Glint,Software Engineer,1,,,,,,17,12,2023
Agama Solutions,"Atlanta, GA",2024-01-14,Indeed,Database Administrator,1,"DATABASE,BACKUP,RECOVERY,SECURITY,DATABASES,BUSINESS,SQL,TESTING,FUNCTIONAL,TROUBLESHOOTING,PERFORMANCE,SHELL SCRIPTING,SOFTWARE,CONNECTIVITY","AWS,LINUX,CLOUD","ORACLE DATABASE,RMAN,LINUX,DATABASE,ORACLE ENTERPRISE MANAGER,OEM","SQL,AWS,ANSIBLE","ORACLE DATABASE,ORACLE,LINUX,DATABASE,SECURITY,RECOVERY,BACKUP,RAC,SQL,MONITOR DATABASES,DATABASES,RMAN,MONITOR,BACKUP AND RECOVERY,PERFORMANCE,DATABASE PERFORMANCE,DATABASE BACKUP AND RECOVERY,REPLICATION,TESTING,CLOUD",14,1,2024
Agama Solutions,"Minneapolis, MN",2024-01-14,Indeed,Backend Developer,1,"JSON,BUSINESS,SQL,TESTING,LOGGING,PERFORMANCE,CHARTS,SOFTWARE","KUBERNETES,AWS,AZURE,KAFKA,GITHUB,NEXUS,REACT","REACT,HIBERNATE,JIRA,SQL SERVER","SQL,JAVA,HTML,JSON,AWS,GITHUB,DOCKER,AZURE,KUBERNETES,KAFKA","SQL SERVER,DOCKER,GITHUB,KUBERNETES,JIRA,MAVEN,SQL,RABBITMQ,PERFORMANCE,SOAP,TESTING",14,1,2024
Agama Solutions,Remote in United States,2024-01-14,Indeed,Backend Developer,1,,,,,,14,1,2024
Agama Solutions,Remote in United States,2024-01-14,Indeed,Business Analyst,3,"STATISTICAL,BUSINESS ANALYSIS,REPORTING,PROGRAMMING,STATISTICS,BUSINESS,SQL,PERFORMANCE,ANALYSIS,FINANCE,,",",,","R,EXCEL,MS EXCEL,,","SQL,PYTHON,R,,","EXCEL,STATISTICS,SQL,REPORTING,PERFORMANCE,ANALYSIS,STATISTICAL,SPREADSHEET,,",14,1,2024
Agama Solutions,Remote in United States,2024-01-14,Indeed,Devops Engineer,1,"DEVOPS,SECURITY,BIG DATA,SOLID,CI/CD,FUNCTIONAL,LINUX ADMINISTRATION,ANALYSIS","AWS,LINUX,KAFKA,AIRFLOW,CLOUD","GIT,JENKINS,LINUX,BIG DATA","PYTHON,BASH,AWS,DOCKER,KAFKA","GIT,JENKINS,DOCKER,LINUX,DEVOPS,SECURITY,MONITORING,BIG DATA,SOLID,MONITOR,CLOUD,ANALYSIS",14,1,2024
Agama Solutions,Remote in United States,2024-01-14,Indeed,UI Designer,1,"CONTAINERS,BUSINESS,ENGLISH,FINANCE",,,,"SKETCH,ENGLISH",14,1,2024
Agama Solutions,"San Francisco, CA",2024-01-14,Indeed,Backend Developer,1,"WEB SERVICES,INTEGRATION,SOFTWARE","AWS,AZURE,SPRING,REACT,CLOUD","REACT,SPRING,ANGULAR","JAVA,AWS,AZURE",CLOUD,14,1,2024
Agama Solutions,"Santa Clara, CA",2024-01-14,Indeed,Tester,1,"AGILE,DATABASE,RELATIONAL DATABASE,PROGRAMMING,STATISTICS,DATA SCIENCE,FUNCTIONS,SQL,TESTING,AUTOMATION TESTING,RELATIONAL,ANALYTICS",GITHUB,"JIRA,DATABASE","SQL,PYTHON,JAVA,GITHUB","GITHUB,JIRA,DATABASE,STATISTICS,SQL,RELATIONAL,ANALYTICS,AGILE,AGILE DEVELOPMENT,RELATIONAL DATABASE,TESTING,DATA SCIENCE",14,1,2024
Agama Solutions,United States,2024-01-14,Indeed,Business Analyst,1,,,,,,14,1,2024
Agama Solutions,United States,2024-01-14,Indeed,Data Engineer,1,"DATA PROCESSING,DATABASES,APIS,PROGRAMMING,DATA VALIDATION,COMPUTER SCIENCE,INFORMATION SYSTEMS,DATA PIPELINES,SQL,MANUAL,DATA QUALITY,DATA PIPELINE,DATA SYSTEMS,SPARK","AWS,KAFKA,AIRFLOW,S3,HIVE,HADOOP,SPARK,CLOUD","SPARK,HADOOP","SQL,PYTHON,SCALA,AWS,HIVE,KAFKA,HADOOP,SPARK","SQL,HIVE,APIS,DATABASES,DATA PIPELINE,DATA PIPELINES,CLOUD,DATA QUALITY",14,1,2024
Agama Solutions,United States,2024-01-14,Indeed,Tester,1,SQL,,,SQL,SQL,14,1,2024
Agora Co-learning Spaces Pte Ltd,Singapore,2023-12-26,Glint,Business Analyst,1,,,,,,26,12,2023
Agora Co-learning Spaces Pte Ltd,Singapore,2023-12-26,Glint,Data Analysts,1,,,,,,26,12,2023
Agora Co-learning Spaces Pte Ltd,Singapore,2023-12-26,Glint,Data Engineer,1,,,,,,26,12,2023
Agora Co-learning Spaces Pte Ltd,Singapore,2023-12-26,Glint,Data Scientist,1,,,,,,26,12,2023
Aha AI,Singapore,2024-01-11,Glint,Data Engineer,2,",",",",",",",",",",11,1,2024
Aha AI,Singapore,2024-01-11,Glint,Devops Engineer,2,",",",",",",",",",",11,1,2024
Aha AI,Singapore,2024-01-11,Glint,Network Engineer,2,",",",",",",",",",",11,1,2024
Aha AI,Singapore,2024-01-11,Glint,Software Engineer,2,",",",",",",",",",",11,1,2024
Ajmera Infotech,"San Jose, CA (West San Jose area)",2024-01-14,Indeed,Frontend Developer,1,"REST API,DESIGN PATTERNS,CONTAINERS,TEST-DRIVEN DEVELOPMENT,API,WEB APPLICATION,TEST DRIVEN DEVELOPMENT,COMPUTER SCIENCE,BUSINESS,SOFTWARE DEVELOPMENT,ARTICULATE,INTEGRATION,TESTING,TROUBLESHOOTING,PERFORMANCE,GROUP DISCUSSIONS,SOFTWARE","AWS,AZURE,WEB APPLICATION,API,REACT,CLOUD","REACT,UNIT","JAVASCRIPT,HTML,CSS,TYPESCRIPT,GRAPHQL,JS,REST API,AWS,DOCKER,AZURE","DOCKER,REST API,SOFTWARE DEVELOPMENT,DESIGN PATTERNS,API,SOFTWARE DESIGN,TEST-DRIVEN DEVELOPMENT,TEST DRIVEN DEVELOPMENT,PERFORMANCE,TESTING,CLOUD,BASE",14,1,2024
Akamai,Remote,2024-01-14,Indeed,Database Administrator,1,"DATABASE,DEVOPS,SECURITY,DATABASES,CYBERSECURITY,INTERNET,FACTORS,HEALTH,PERFORMANCE,WAS,APPLICATION SECURITY,HEALTHCARE,DATABASE SYSTEMS",CLOUD,DATABASE,,"ORACLE,DEVOPS,DATABASE,SECURITY,DATABASES,PERFORMANCE,DATABASE SYSTEMS,REPLICATION,CLOUD,BASE",14,1,2024
AllStars-IT,Remote,2024-01-14,Indeed,Frontend Developer,1,"AGILE,UI,CI/CD,CYBERSECURITY,MOBILE APPS,COMPUTER SCIENCE,BUSINESS,ML,AI,SOFTWARE DEVELOPMENT,MARKETING,TESTING,WAS,DOMAINS,HEALTHCARE,SOFTWARE,TELECOMMUNICATIONS,NLP",REACT,"REACT,ANGULAR,UNIT","JAVASCRIPT,HTML,CSS","SOFTWARE DEVELOPMENT,AI,AGILE,TESTING",14,1,2024
AllStars-IT,Remote,2024-01-14,Indeed,Mobile Developer,2,"AGILE,UI,CI/CD,CYBERSECURITY,MOBILE APPS,COMPUTER SCIENCE,BUSINESS,ML,AI,SOFTWARE DEVELOPMENT,MARKETING,TESTING,WAS,DOMAINS,HEALTHCARE,SOFTWARE,TELECOMMUNICATIONS,NLP,AGILE,UI,RESPONSIVE WEB,CI/CD,CYBERSECURITY,APIS,MOBILE APPS,RESPONSIVE,MOBILE APPLICATIONS,WEB APPLICATIONS,COMPUTER SCIENCE,BUSINESS,SOFTWARE DEVELOPMENT,DISTRIBUTED SYSTEMS,TESTING,HEALTHCARE,SOFTWARE,TELECOMMUNICATIONS","REACT,NODE.JS","REACT,ANGULAR,UNIT,VUE.JS,UNIT,ELASTICSEARCH","JAVASCRIPT,HTML,CSS,RUBY,NODE.JS,JS,ELASTICSEARCH","SOFTWARE DEVELOPMENT,AI,AGILE,TESTING,NODE.JS,ELASTICSEARCH,SOFTWARE DEVELOPMENT,MONITORING,RABBITMQ,AGILE,DISTRIBUTED SYSTEMS,APIS,AUTOMATED TESTING,TESTING,STACK",14,1,2024
Almac Group,Remote,2024-01-14,Indeed,Software Architect,1,"DESIGN PATTERNS,MICROSERVICES,MVC,DOMAIN,SOFTWARE ARCHITECTURE,COMPUTER SCIENCE,BUSINESS,HEALTH,SOFTWARE DEVELOPMENT,DISTRIBUTED SYSTEMS,INSURANCE,BUSINESS REQUIREMENTS,ANALYSIS,SOFTWARE",AWS,".NET,.NET CORE,NET CORE","C#,AWS","MICROSERVICES,SOFTWARE DEVELOPMENT,DESIGN PATTERNS,DISTRIBUTED SYSTEMS,SOFTWARE ARCHITECTURE,MVC,PRODUCT MANAGEMENT,ANALYSIS,STACK",14,1,2024
Alutiiq,"Ventura, CA 93043",2024-01-14,Indeed,Network Engineer,1,"SECURITY,REPORTING,TESTING,PERFORMANCE,GOVERNMENT,ANALYSIS",,,,"CISCO,SECURITY,REPORTING,MAINTENANCE,PERFORMANCE,TESTING,EVALUATION,ANALYSIS,BASE",14,1,2024
Amazon,"Palo Alto, CA",2024-01-14,Indeed,Data Analysts,1,"REPORTING,COLOR,BUSINESS,MODELING,SQL,ANALYSIS,SOFTWARE,FINANCE",,"EXCEL,MS EXCEL",SQL,"EXCEL,SQL,REPORTING,ANALYSIS,ANALYTIC",14,1,2024
AmeriFlex,Remote,2024-01-14,Indeed,Database Administrator,2,"DATA WAREHOUSE,DATABASE,DATABASE DESIGN,BACKUP,SECURITY,DATA ANALYSIS,REPORTING,DATABASES,DESIGNING DATABASE,INFORMATION SYSTEMS,OBJECTS,SQL,TESTING,PERFORMANCE,FORENSICS,ANALYSIS,WAREHOUSE,SECURITY BREACHES,","DATA ANALYSIS,","DATA ANALYSIS,DATABASE,","SQL,","DATABASE,DATA WAREHOUSE,SECURITY,MONITORING,BACKUP,SQL,DATA ANALYSIS,CONCURRENCY,REPORTING,MAINTENANCE,DATABASE MANAGEMENT,DATABASE DESIGN,DATABASES,MONITOR,PERFORMANCE,DATABASE PERFORMANCE,STORAGE,DATABASE OBJECTS,TESTING,ANALYSIS,",14,1,2024
